AHMET ÇAKAR,ALİ SİRMEN,ATAOL BEHRAMOĞLU,ATİLLA DORSAY,AYKAN SEVER,AZİZ ÜSTEL,CAN ATAKLI,DENİZ GÖKÇE,EMRE KONGAR,GÖZDE BEDELOĞLU,HASAN PULUR,HİKMET ÇETİNKAYA,MEHMET ALİ BİRAND,MEHMET DEMİRKOL,MELTEM GÜRLE,MERYEM KORAY,MÜMTAZ SOYSAL,NAZAN BEKİROĞLU,NAZIM ALPMAN,NEDİM HAZAR,NEŞE YAŞIN,OKAY KARACAN,REHA MUHTAR,RIDVAN DİLMEN,RUHAT MENGİ,SELİM İLERİ,TARHAN ERDEM,UFUK BOZKIR,YAŞAR SEYMAN,ÖZGE BAŞAK TANELİ,Average
0.9423076923076923,0.8727272727272727,0.9574468085106383,0.9423076923076923,0.9245283018867925,1.0,0.8703703703703703,1.0,0.9056603773584906,1.0,0.9607843137254902,0.9583333333333334,0.9607843137254902,0.98,0.9607843137254902,1.0,1.0,1.0,0.9791666666666666,0.9782608695652174,0.9607843137254902,0.98,0.9615384615384616,1.0,0.9583333333333334,1.0,0.9607843137254902,0.96,1.0,0.9803921568627451,0.9651764968465386
0.98,0.96,0.9,0.98,0.98,0.94,0.94,0.98,0.96,0.98,0.98,0.92,0.98,0.98,0.98,1.0,0.98,0.98,0.94,0.9,0.98,0.98,1.0,1.0,0.92,0.96,0.98,0.96,0.9,1.0,0.9640000000000002
0.9607843137254902,0.9142857142857144,0.9278350515463918,0.9607843137254902,0.9514563106796116,0.9690721649484536,0.9038461538461539,0.98989898989899,0.9320388349514563,0.98989898989899,0.9702970297029702,0.9387755102040817,0.9702970297029702,0.98,0.9702970297029702,1.0,0.98989898989899,0.98989898989899,0.9591836734693877,0.9375,0.9702970297029702,0.98,0.9803921568627451,1.0,0.9387755102040817,0.9795918367346939,0.9702970297029702,0.96,0.9473684210526316,0.99009900990099,0.9640956694749394
